"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cell_type"
"Sp3",0.000528269032251158,-1.31222158881515,0.136,0.223,1,"Oligodendrocytes"
"Depdc5",2.12404217510257e-05,-1.31164816721289,0.044,0.13,0.487807525934056,"Oligodendrocytes"
"Ngdn",0.00914289000920922,1.31134015273608,0.372,0.334,1,"Oligodendrocytes"
"2810410L24Rik",0.183488942737698,1.31121837003021,0.133,0.179,1,"Oligodendrocytes"
"Rabac1",2.28333159260507e-17,1.3107266889228,0.876,0.912,5.24389933557681e-13,"Oligodendrocytes"
"Dhx29",0.534016709992046,1.31031204667486,0.094,0.113,1,"Oligodendrocytes"
"Ddx1",7.26887464987303e-20,-1.31025012211366,0.389,0.659,1.66936975208984e-15,"Oligodendrocytes"
"Arhgap5",2.21381350713526e-11,-1.30896098688021,0.236,0.473,5.08424410048683e-07,"Oligodendrocytes"
"Slc25a46",4.63203149308426e-09,-1.3085926578083,0.139,0.306,0.000106379235270173,"Oligodendrocytes"
"Cnpy2",0.0438921312853732,1.30849384693056,0.378,0.361,1,"Oligodendrocytes"
"Arl3",0.058878190656808,1.30680743840074,0.366,0.374,1,"Oligodendrocytes"
"0610012G03Rik",0.671727491980518,1.30673237252823,0.277,0.333,1,"Oligodendrocytes"
"Poc1a",0.190480553574067,1.3064575374999,0.209,0.187,1,"Oligodendrocytes"
"Ncbp1",1.29484555732736e-09,-1.30637824967764,0.103,0.265,2.97374230695802e-05,"Oligodendrocytes"
"Rpl22l1",0.330940550739876,1.30612946428506,0.389,0.405,1,"Oligodendrocytes"
"Slc9a6",9.37873012494591e-10,-1.30462654769889,0.062,0.212,2.15391916049508e-05,"Oligodendrocytes"
"Arhgap33",3.69812056545983e-05,-1.30399343016009,0.035,0.115,0.849310369063506,"Oligodendrocytes"
"Bicd2",2.30303731812456e-11,-1.30233476362215,0.139,0.339,5.28915550480487e-07,"Oligodendrocytes"
"0610009O20Rik",1.53198532083349e-08,-1.30105284852072,0.142,0.3,0.00035183574878262,"Oligodendrocytes"
"Fkbp2",0.403446042311257,1.30093475027445,0.469,0.562,1,"Oligodendrocytes"
"Papss1",6.81479686696537e-30,-1.3007073588994,0.537,0.819,1.56508624846727e-25,"Oligodendrocytes"
"Ugdh",3.61470687251937e-06,-1.30036266428566,0.021,0.104,0.0830153580342799,"Oligodendrocytes"
"Gon4l",0.0192501299727414,-1.29902534253611,0.083,0.13,1,"Oligodendrocytes"
"Ptpra",2.8968962313779e-34,-1.29866779475314,0.44,0.818,6.6530118849825e-30,"Oligodendrocytes"
"Anapc11",1.00546845443661e-06,1.29745755734189,0.729,0.837,0.0230915885245912,"Oligodendrocytes"
"Dynll1",2.25253882959456e-20,1.29642370787297,0.885,0.813,5.17318067604687e-16,"Oligodendrocytes"
"Lonp1",4.43868350873654e-09,-1.29554926126197,0.118,0.279,0.000101938805461643,"Oligodendrocytes"
"Klhdc5",0.182871985476372,1.29528129471287,0.118,0.093,1,"Oligodendrocytes"
"Stxbp3a",9.66370767796966e-23,-1.29502664137187,0.407,0.705,2.21936710532251e-18,"Oligodendrocytes"
"Trim2",9.44740543861452e-33,-1.29317136739729,0.513,0.881,2.16969113303221e-28,"Oligodendrocytes"
"0610010K14Rik",0.370525598210281,1.29291612165447,0.295,0.309,1,"Oligodendrocytes"
"Rp9",0.992681823155854,1.29283949736164,0.251,0.278,1,"Oligodendrocytes"
"Tmem41b",4.28329298935924e-12,-1.29257820623729,0.206,0.416,9.83701067936242e-08,"Oligodendrocytes"
"Sec23b",6.96036916782547e-11,-1.29241162333562,0.198,0.394,1.5985183830828e-06,"Oligodendrocytes"
"Pgm3",8.30071989743669e-05,-1.29224057778097,0.044,0.122,1,"Oligodendrocytes"
"Sppl3",8.03372403645196e-10,-1.29206851821777,0.145,0.328,1.84502506221156e-05,"Oligodendrocytes"
"Zfand2b",0.514206391997268,1.29146108488873,0.139,0.165,1,"Oligodendrocytes"
"Rab3a",0.621708048425592,1.29111938499279,0.357,0.425,1,"Oligodendrocytes"
"2510003E04Rik",4.79310353247621e-27,-1.29096688992195,0.44,0.741,1.10078415726849e-22,"Oligodendrocytes"
"2310011J03Rik",0.433259406424701,1.29034113852619,0.257,0.33,1,"Oligodendrocytes"
"Kpna4",0.0153121646463584,1.28999815315571,0.165,0.25,1,"Oligodendrocytes"
"Tmem135",2.42238798095472e-08,-1.28998557301036,0.059,0.188,0.000556325623706061,"Oligodendrocytes"
"Pih1d1",0.527972153181312,1.28951440026971,0.153,0.182,1,"Oligodendrocytes"
"Sypl",5.09326167258856e-32,-1.28935317395864,0.56,0.852,1.16971847572669e-27,"Oligodendrocytes"
"Pgap2",8.3475768274386e-07,-1.28915407733322,0.124,0.257,0.0191710449418955,"Oligodendrocytes"
"Med4",0.939636626369445,1.28902224537892,0.183,0.199,1,"Oligodendrocytes"
"Endod1",4.49578292972117e-35,-1.28818688486115,0.546,0.893,1.03250150763976e-30,"Oligodendrocytes"
"Rpl13",4.33337706614056e-26,1.28770023549895,0.932,0.954,9.95203377009841e-22,"Oligodendrocytes"
"AI413582",0.015979832907381,1.28749087076517,0.463,0.463,1,"Oligodendrocytes"
"9130401M01Rik",0.0683617864415136,1.28587228879997,0.156,0.121,1,"Oligodendrocytes"
"Cdc34",8.327139352428e-08,-1.28578707500926,0.097,0.237,0.00191241082367861,"Oligodendrocytes"
"Adrm1",0.00651038342086866,1.28438680121642,0.484,0.54,1,"Oligodendrocytes"
"Eif5b",0.369866002393795,1.28289572991207,0.372,0.458,1,"Oligodendrocytes"
"Zxdc",4.68176504692235e-05,-1.28286573409157,0.05,0.133,1,"Oligodendrocytes"
"Blzf1",0.000113699579859133,-1.28243485631561,0.05,0.129,1,"Oligodendrocytes"
"Rufy3",1.20100354986971e-20,-1.28185670064108,0.286,0.601,2.75822475263077e-16,"Oligodendrocytes"
"Tmed1",0.3185805524984,1.28177488558281,0.239,0.245,1,"Oligodendrocytes"
"Stra13",0.295539427647876,1.28128180179999,0.204,0.259,1,"Oligodendrocytes"
"Hspa9",9.80971680603404e-19,-1.28056310612527,0.348,0.634,2.25289956167378e-14,"Oligodendrocytes"
"Itfg3",3.23810374738849e-17,-1.28007701160617,0.378,0.644,7.4366290662524e-13,"Oligodendrocytes"
"Ndfip2",3.05472130093335e-18,-1.27999299843098,0.28,0.543,7.01547293972353e-14,"Oligodendrocytes"
"Akap11",2.06277629691064e-08,-1.27982663174393,0.142,0.306,0.000473737204348497,"Oligodendrocytes"
"Csnk2b",0.00375822335566283,1.27950379717573,0.525,0.6,1,"Oligodendrocytes"
"Fgf1",9.87435550708928e-18,-1.27931883720307,0.192,0.471,2.26774448575812e-13,"Oligodendrocytes"
"Peo1",5.22110255819759e-06,-1.2779988027882,0.027,0.111,0.119907841351566,"Oligodendrocytes"
"Bola1",0.116306072371034,1.27769664056294,0.204,0.176,1,"Oligodendrocytes"
"Med17",0.0322786481280179,-1.27744012971691,0.115,0.16,1,"Oligodendrocytes"
"Pdlim5",1.40512291637623e-06,-1.27686456456036,0.056,0.165,0.0322700528974964,"Oligodendrocytes"
"Mrpl30",0.808861102271057,1.27686356057738,0.348,0.413,1,"Oligodendrocytes"
"Stx2",1.46312244767075e-09,-1.27681353807983,0.059,0.209,3.36020701332065e-05,"Oligodendrocytes"
"Trmt6",5.49103673109351e-07,-1.2767808031296,0.08,0.204,0.0126107149566294,"Oligodendrocytes"
"Ap3m1",3.72240851243813e-15,-1.27649812968874,0.177,0.425,8.54888338966541e-11,"Oligodendrocytes"
"2810008D09Rik",0.185127851249359,1.27619126728432,0.136,0.173,1,"Oligodendrocytes"
"Elf1",0.267397685729093,1.27565505259842,0.147,0.188,1,"Oligodendrocytes"
"Sorbs3",1.10580582515526e-23,-1.27543969076906,0.313,0.656,2.53959365805156e-19,"Oligodendrocytes"
"Psmd1",2.71581887493603e-15,-1.2742665848119,0.389,0.622,6.2371496281781e-11,"Oligodendrocytes"
"Setx",1.2136537684938e-06,-1.27413756472479,0.091,0.215,0.0278727724472287,"Oligodendrocytes"
"Ddb1",5.52060561441677e-23,-1.27410277856517,0.159,0.502,1.26786228540696e-18,"Oligodendrocytes"
"Ccpg1",2.74111162585409e-16,-1.27409819628933,0.224,0.491,6.29523695993649e-12,"Oligodendrocytes"
"Ubl7",0.950461628085486,1.27392113852061,0.36,0.44,1,"Oligodendrocytes"
"Lrrc61",7.22351099281641e-05,-1.27299688097716,0.077,0.168,1,"Oligodendrocytes"
"Tmed7",1.01741392523867e-25,-1.27186297838094,0.283,0.662,2.33659282070313e-21,"Oligodendrocytes"
"Pcdh17",2.80035849279092e-07,-1.27172847655665,0.186,0.334,0.00643130331454362,"Oligodendrocytes"
"Cdc123",0.193769594379727,1.27149854668361,0.36,0.385,1,"Oligodendrocytes"
"4933424B01Rik",0.117274077624107,-1.27149566134536,0.088,0.121,1,"Oligodendrocytes"
"0610037L13Rik",0.0572484400901619,1.27079218144489,0.242,0.344,1,"Oligodendrocytes"
"Wls",1.28391728693991e-11,-1.27073443494885,0.233,0.444,2.9486444411862e-07,"Oligodendrocytes"
"Spast",4.43853849907387e-09,-1.26934453875233,0.106,0.265,0.000101935475169731,"Oligodendrocytes"
"Atp5o",0.00314513862538325,1.26829823319021,0.699,0.78,1,"Oligodendrocytes"
"Ttc15",4.11408894413967e-06,-1.26735273567016,0.094,0.207,0.0944841666911117,"Oligodendrocytes"
"2400001E08Rik",0.0158669806679474,1.26715840655863,0.555,0.697,1,"Oligodendrocytes"
"2410127L17Rik",0.0076633091340822,-1.26523257033188,0.065,0.116,1,"Oligodendrocytes"
"Psmb4",4.18853795422855e-05,1.26325478756658,0.667,0.768,0.961939626568129,"Oligodendrocytes"
"Clcn4-2",1.42019579450333e-24,-1.26302198372975,0.425,0.727,3.26162166165634e-20,"Oligodendrocytes"
"Ptcd1",0.000547315028328213,-1.26244229638976,0.047,0.113,1,"Oligodendrocytes"
"Ubr5",1.16438073231601e-09,-1.26211529444495,0.077,0.234,2.67411678983696e-05,"Oligodendrocytes"
"Rragc",2.37123389433713e-11,-1.26160984431533,0.139,0.339,5.44577576173465e-07,"Oligodendrocytes"
"Rabl5",0.712507841517074,1.26082721299478,0.233,0.275,1,"Oligodendrocytes"
"Etfb",0.157300232877002,1.26070306871263,0.442,0.496,1,"Oligodendrocytes"
"Ccdc72",0.694295132820949,1.26001903701579,0.484,0.578,1,"Oligodendrocytes"
"Slc25a13",2.92221093305512e-05,-1.25932620254672,0.077,0.174,0.671114962885438,"Oligodendrocytes"
"Gpr37",1.37947022611976e-46,-1.25929286518217,0.794,0.975,3.16809132130664e-42,"Oligodendrocytes"
"Psmg3",0.369653411849666,1.25924506224216,0.127,0.162,1,"Oligodendrocytes"
"Zfpl1",0.0968709528200316,1.25867502983961,0.204,0.275,1,"Oligodendrocytes"
"Mettl5",0.0525691348076826,1.25841682646036,0.094,0.148,1,"Oligodendrocytes"
"Zfp146",3.02628323161156e-06,-1.2583891548517,0.029,0.119,0.069501620697191,"Oligodendrocytes"
"Hddc3",0.335111197345051,1.25828953118344,0.094,0.121,1,"Oligodendrocytes"
"Med22",0.535201725244108,1.25788964795329,0.195,0.192,1,"Oligodendrocytes"
"Rnpepl1",1.05622943658462e-25,-1.25779476220964,0.162,0.499,2.42573652406023e-21,"Oligodendrocytes"
"2310003F16Rik",0.0412196943622858,1.25744407619217,0.466,0.455,1,"Oligodendrocytes"
"Hcfc2",6.0585710742097e-05,-1.25723036155011,0.071,0.162,1,"Oligodendrocytes"
"Ing1",0.973345279395693,1.25655847206867,0.239,0.261,1,"Oligodendrocytes"
"Rasa3",5.60125505730698e-20,-1.25642389871679,0.209,0.527,1.28638423646112e-15,"Oligodendrocytes"
"Kndc1",8.20556290631201e-28,-1.25544576432947,0.434,0.794,1.88448957706362e-23,"Oligodendrocytes"
"Atrn",2.56089127171276e-40,-1.25508029246806,0.389,0.819,5.88134289461553e-36,"Oligodendrocytes"
"Trappc3",0.41868434417247,1.25493371564301,0.345,0.386,1,"Oligodendrocytes"
"Sf3b4",0.350432105847678,1.25474011820663,0.369,0.429,1,"Oligodendrocytes"
"Akap7",0.000312317879393502,-1.25441373399625,0.065,0.14,1,"Oligodendrocytes"
"Hspa2",2.02230134549638e-05,-1.25278469282043,0.162,0.278,0.464441727006698,"Oligodendrocytes"
"Arhgap21",1.32462421745906e-11,-1.25220123001932,0.221,0.462,3.04213197781648e-07,"Oligodendrocytes"
"Adam9",1.58042841864338e-18,-1.25129370633236,0.097,0.366,3.62961190625639e-14,"Oligodendrocytes"
"Tank",4.8148551629046e-05,-1.25083560186471,0.103,0.201,1,"Oligodendrocytes"
"Lrp10",9.76191093216224e-10,-1.24908263497903,0.177,0.358,2.24192046468038e-05,"Oligodendrocytes"
"Polr2i",0.27355421149683,1.24872336873139,0.33,0.334,1,"Oligodendrocytes"
"Nek7",2.32319268518526e-08,-1.24828804547004,0.121,0.281,0.000533544432079646,"Oligodendrocytes"
"Cs",3.09808673751408e-17,-1.24784082401881,0.242,0.524,7.11506600137483e-13,"Oligodendrocytes"
"Myh14",2.12856694741659e-13,-1.24738438217592,0.133,0.356,4.88846685143694e-09,"Oligodendrocytes"
"1110004E09Rik",0.864527365613687,1.24669419197611,0.109,0.121,1,"Oligodendrocytes"
"D9Ertd402e",1.50884665679658e-05,-1.24664246656935,0.053,0.146,0.346521723199902,"Oligodendrocytes"
"Cyp2j6",3.98415601093187e-07,-1.24614906558719,0.159,0.303,0.00915001269470613,"Oligodendrocytes"
"Asah2",0.0501898607856432,-1.24557179947426,0.077,0.115,1,"Oligodendrocytes"
"Fam134a",1.56621677509597e-15,-1.2450141511117,0.348,0.597,3.5969734456854e-11,"Oligodendrocytes"
"1810026B05Rik",0.00915922344796984,1.24471090763744,0.242,0.363,1,"Oligodendrocytes"
"Klf15",5.52763898387075e-08,-1.24435657757228,0.183,0.341,0.00126947756903576,"Oligodendrocytes"
"Cdc42se2",3.1623791715352e-25,-1.24386492663829,0.313,0.651,7.26272000534774e-21,"Oligodendrocytes"
"Gnb2",4.06746628363951e-10,1.24354329773117,0.481,0.736,9.34134306700649e-06,"Oligodendrocytes"
"Fam108b",1.05352950704052e-28,-1.24335276665222,0.513,0.83,2.41953586586927e-24,"Oligodendrocytes"
"Ado",1.16567046282788e-39,-1.242769675589,0.802,0.965,2.6770787849305e-35,"Oligodendrocytes"
"Ap2s1",0.0209388656752131,1.24172145200508,0.622,0.791,1,"Oligodendrocytes"
"Tbca",0.823431397450807,1.24150882428022,0.242,0.257,1,"Oligodendrocytes"
"Zfp518a",3.68801607777528e-07,-1.24002258813984,0.047,0.16,0.0084698977242187,"Oligodendrocytes"
"Ppp1r37",3.60618757042058e-13,-1.23991801249797,0.112,0.325,8.2819703742279e-09,"Oligodendrocytes"
"Baat1",0.00026931469926562,-1.23983801517071,0.065,0.143,1,"Oligodendrocytes"
"Mapk8",0.00047481240411846,-1.23975104333999,0.038,0.102,1,"Oligodendrocytes"
"Slc39a9",7.28679630370102e-11,-1.23960830186742,0.074,0.25,1.67348563910798e-06,"Oligodendrocytes"
"Spg7",4.91809446408846e-07,-1.23872012369312,0.109,0.242,0.0112948957462256,"Oligodendrocytes"
"Tnks",1.16648008016633e-13,-1.23779602267198,0.091,0.308,2.67893815210999e-09,"Oligodendrocytes"
"Rab18",2.3738579816873e-19,-1.23582705711406,0.375,0.644,5.45180224074306e-15,"Oligodendrocytes"
"Top2b",8.3584948335524e-11,-1.2354902474808,0.177,0.378,1.91961192347365e-06,"Oligodendrocytes"
"Vps13c",0.0765951285244455,1.23485476036672,0.077,0.115,1,"Oligodendrocytes"
"Phc2",1.49856916736186e-22,-1.23473986377178,0.327,0.661,3.44161394976325e-18,"Oligodendrocytes"
"Thap1",0.00137042087540119,-1.23459011256438,0.059,0.122,1,"Oligodendrocytes"
"Arhgef7",0.243512294605431,1.23410564705159,0.08,0.107,1,"Oligodendrocytes"
"Ppil1",0.180746349388686,1.23387349577359,0.097,0.132,1,"Oligodendrocytes"
"Dedd",0.769742722157347,1.23350082849571,0.28,0.284,1,"Oligodendrocytes"
"Pex5",0.00475734604711238,-1.23344227550804,0.1,0.162,1,"Oligodendrocytes"
"Asnsd1",0.00235341330375228,-1.23306502304232,0.044,0.1,1,"Oligodendrocytes"
"Kdm3b",0.388593010732575,1.23290861019385,0.139,0.17,1,"Oligodendrocytes"
"1110001J03Rik",0.64957468193884,1.2326443923362,0.339,0.388,1,"Oligodendrocytes"
"Foxred1",0.000346898353585384,-1.23261016186436,0.065,0.141,1,"Oligodendrocytes"
"Gpd1l",1.54060073000818e-06,-1.23214328677453,0.021,0.108,0.0353814363653679,"Oligodendrocytes"
"Dhx15",0.000126641007614474,-1.23136658668442,0.145,0.248,1,"Oligodendrocytes"
"Pxn",0.000165436179674969,-1.23116540716089,0.062,0.141,1,"Oligodendrocytes"
"Gtf2f2",0.637318989922447,1.23075623448225,0.171,0.196,1,"Oligodendrocytes"
"Cdh2",2.35112053748619e-05,-1.23044761367232,0.103,0.209,0.539958342639078,"Oligodendrocytes"
"Cnnm4",0.0292417989521827,1.22866740628796,0.097,0.155,1,"Oligodendrocytes"
"Gdap1",0.00035612016044606,-1.22757903954999,0.041,0.108,1,"Oligodendrocytes"
"Nptn",4.437892156532e-14,-1.22679584548349,0.195,0.441,1.01920631266914e-09,"Oligodendrocytes"
"Cbfb",5.23825995287098e-05,-1.22443569614948,0.121,0.224,1,"Oligodendrocytes"
"Mrpl28",0.378886049215705,1.22415653875481,0.369,0.407,1,"Oligodendrocytes"
"Mterfd2",0.560956373903726,1.22356774053888,0.133,0.152,1,"Oligodendrocytes"
"Tnpo2",3.91972424714922e-05,-1.22254637762033,0.041,0.122,0.900203870600291,"Oligodendrocytes"
"Ctsz",0.0423330973459797,1.22191954314873,0.49,0.576,1,"Oligodendrocytes"
"Cpped1",3.50129369967494e-05,-1.2217106602909,0.086,0.185,0.804107111067346,"Oligodendrocytes"
"Mrpl42",0.199189100653364,1.22066934030409,0.369,0.374,1,"Oligodendrocytes"
"Fech",4.97801999340428e-14,-1.22044589934246,0.212,0.465,1.14325207168523e-09,"Oligodendrocytes"
"Dynll2",0.157918431140367,1.22041934066161,0.28,0.375,1,"Oligodendrocytes"
"2210411K11Rik",0.252120592158559,1.22005802358848,0.121,0.155,1,"Oligodendrocytes"
"Cog7",2.58840350536126e-05,-1.21939673926403,0.142,0.251,0.594452749041267,"Oligodendrocytes"
"2010012O05Rik",0.922319787230327,1.21762211880255,0.209,0.224,1,"Oligodendrocytes"
"Osbp2",0.000111455670628123,-1.21729294848632,0.044,0.119,1,"Oligodendrocytes"
"Qtrtd1",0.000198585166788513,-1.21692832169165,0.038,0.107,1,"Oligodendrocytes"
"Slain2",5.16563635195654e-08,-1.21662217779265,0.056,0.187,0.00118634004459034,"Oligodendrocytes"
"Pcyox1",1.41260269791061e-13,-1.21593788683382,0.227,0.48,3.24418335602151e-09,"Oligodendrocytes"
"1500003O03Rik",4.82440310778183e-08,-1.21558756767151,0.215,0.372,0.00110797241773318,"Oligodendrocytes"
"Wdr8",0.146748296555115,1.21537350520845,0.204,0.181,1,"Oligodendrocytes"
"Psmb2",1.6074788633476e-05,1.2152499504714,0.661,0.708,0.36917359575641,"Oligodendrocytes"
"Emg1",0.0349054659763563,1.21456043416567,0.265,0.226,1,"Oligodendrocytes"
"Zfp511",0.943979961642206,1.21445668871351,0.136,0.144,1,"Oligodendrocytes"
"Acyp1",0.0390798031576243,1.2138766138045,0.133,0.196,1,"Oligodendrocytes"
"Hsph1",3.06610007012101e-13,-1.21385223138065,0.215,0.457,7.04160542103991e-09,"Oligodendrocytes"
"Prmt3",0.0160255049914937,-1.21370123430368,0.065,0.111,1,"Oligodendrocytes"
"Lars",0.000332840495254752,-1.2136977346327,0.091,0.176,1,"Oligodendrocytes"
"Dock5",1.36317665971694e-17,-1.21328502266945,0.209,0.499,3.13067151670593e-13,"Oligodendrocytes"
"Vhl",5.01611094615536e-06,-1.21319751338478,0.115,0.237,0.115200003989404,"Oligodendrocytes"
"Dnaja4",0.000641799319783964,-1.21316612563325,0.038,0.1,1,"Oligodendrocytes"
"Zfp260",2.81346395915341e-05,-1.21231325563814,0.106,0.214,0.646140132859173,"Oligodendrocytes"
"Ly6c1",0.000209385403037941,1.21214036053838,0.032,0.1,1,"Oligodendrocytes"
"Vamp5",0.489545555720394,1.21175061885045,0.159,0.146,1,"Oligodendrocytes"
"2810008M24Rik",1.46402347148782e-15,-1.21153194032862,0.319,0.578,3.36227630461892e-11,"Oligodendrocytes"
"2210415F13Rik",1.20570886507393e-09,-1.2113337685426,0,0.102,2.7690309795288e-05,"Oligodendrocytes"
"Ccdc23",0.532396728869002,1.2113233279524,0.133,0.126,1,"Oligodendrocytes"
"Cox5a",0.913383838313563,1.21077533352523,0.487,0.597,1,"Oligodendrocytes"
"Fnip2",1.05678645058873e-05,-1.21065103690289,0.05,0.141,0.242701576242208,"Oligodendrocytes"
"Ranbp1",0.00817977181099096,1.21063542610881,0.466,0.479,1,"Oligodendrocytes"
"Svip",2.48959968223152e-13,-1.21053151272892,0.218,0.447,5.71761463021291e-09,"Oligodendrocytes"
"Mrps18a",0.504807611493354,1.21016474454698,0.301,0.333,1,"Oligodendrocytes"
"Zc4h2",6.26225967416889e-05,-1.21009665812579,0.091,0.188,1,"Oligodendrocytes"
"Bms1",1.5238547499693e-06,-1.20997183225944,0.041,0.143,0.034996848187795,"Oligodendrocytes"
"Mtap4",1.62887151873333e-23,-1.20969623930458,0.292,0.651,3.74086632992297e-19,"Oligodendrocytes"
"Rab4b",0.091277495752519,1.20968466274618,0.522,0.6,1,"Oligodendrocytes"
"Tmem11",0.668243697226609,1.20934501758815,0.212,0.25,1,"Oligodendrocytes"
"Tm2d1",0.856777969550043,1.20924277585243,0.274,0.322,1,"Oligodendrocytes"
"Samd4b",0.000251935858821481,1.2083629522101,0.15,0.268,1,"Oligodendrocytes"
"Khdrbs1",4.61474533623894e-16,-1.20797671381712,0.239,0.502,1.05982241392063e-11,"Oligodendrocytes"
"9330117O12",1.54827906812685e-05,-1.20666577703054,0.071,0.17,0.355577770786011,"Oligodendrocytes"
"Ndufa8",0.00404056181878761,1.20642399687967,0.528,0.532,1,"Oligodendrocytes"
"Naaa",0.131741542982015,1.2060326531046,0.159,0.13,1,"Oligodendrocytes"
"6330416G13Rik",0.00391726204718382,-1.20583239741627,0.056,0.111,1,"Oligodendrocytes"
"Zfp207",1.36404759545943e-12,-1.20500238562759,0.351,0.578,3.13267170773212e-08,"Oligodendrocytes"
"Mgat1",0.0119881801503588,1.20264269591663,0.1,0.168,1,"Oligodendrocytes"
"Wscd1",1.70603945524498e-45,-1.20209490966136,0.814,0.964,3.91809021291563e-41,"Oligodendrocytes"
"Manbal",0.967406688798465,1.20206568641823,0.378,0.49,1,"Oligodendrocytes"
"Obfc1",0.000138619209577565,-1.20148705298727,0.05,0.129,1,"Oligodendrocytes"
"Vegfb",0.0739581372903544,1.20147234476628,0.265,0.359,1,"Oligodendrocytes"
"Cspp1",0.00205898858135712,-1.20138657875752,0.062,0.124,1,"Oligodendrocytes"
"Ptdss1",1.28901876639887e-06,-1.20078621589594,0.239,0.377,0.0296036049891165,"Oligodendrocytes"
"Sdccag8",0.00283336927950632,-1.20058296505133,0.056,0.113,1,"Oligodendrocytes"
"Tmem184c",2.85799017033443e-08,-1.20049239912861,0.177,0.342,0.000656366022519005,"Oligodendrocytes"
"Akap10",0.00493104087615869,-1.19947335841399,0.056,0.11,1,"Oligodendrocytes"
"Wasf1",4.5010911959887e-09,-1.1993727355966,0.139,0.301,0.000103372060407076,"Oligodendrocytes"
"Triap1",0.849838207773963,1.19918988154649,0.118,0.122,1,"Oligodendrocytes"
"Fbxo38",4.23726418336021e-07,-1.19852723691051,0.15,0.294,0.00973130092350505,"Oligodendrocytes"
"Arcn1",9.23118834957893e-12,-1.19823038779309,0.168,0.385,2.1200347163643e-07,"Oligodendrocytes"
"Brpf1",1.11393707267249e-05,-1.19813064833811,0.029,0.111,0.255826788109965,"Oligodendrocytes"
"Gtf2h1",8.94980391063436e-05,-1.19764857387951,0.074,0.165,1,"Oligodendrocytes"
"Hps4",0.000464631871838798,-1.19744172553623,0.065,0.141,1,"Oligodendrocytes"
"Strn3",1.90966481731566e-12,-1.19714703487137,0.277,0.516,4.38573621944713e-08,"Oligodendrocytes"
"1700040I03Rik",0.520178309494512,1.19690966430104,0.121,0.144,1,"Oligodendrocytes"
"Krt19",4.1647170681705e-09,-1.19658518826393,0.003,0.102,9.56468921876037e-05,"Oligodendrocytes"
"Appl2",2.27364643520936e-15,-1.19626561233256,0.218,0.479,5.22165640310181e-11,"Oligodendrocytes"
"5930416I19Rik",0.86024158734225,1.19586068679498,0.145,0.157,1,"Oligodendrocytes"
"Zfp26",0.000128606051417216,-1.19571981255167,0.032,0.102,1,"Oligodendrocytes"
"Atg14",0.443698492368373,-1.19524859841793,0.091,0.105,1,"Oligodendrocytes"
"Zfp367",0.00103536312494798,-1.19461491308858,0.077,0.149,1,"Oligodendrocytes"
"Slc33a1",1.34218033051352e-05,-1.19428022320132,0.088,0.193,0.308245134705736,"Oligodendrocytes"
"Mrpl38",0.326071064955558,1.19410583967794,0.177,0.162,1,"Oligodendrocytes"
"Mrpl18",0.721635517625997,1.19368529522498,0.336,0.386,1,"Oligodendrocytes"
"Calm2",7.88103138062565e-26,1.19226838314926,0.903,0.953,1.80995766687449e-21,"Oligodendrocytes"
"Plcg1",0.00065769559395852,-1.19177212921187,0.068,0.141,1,"Oligodendrocytes"
"Lypla2",0.0768775338646192,1.19113289703868,0.106,0.155,1,"Oligodendrocytes"
"E430025E21Rik",1.82635715597181e-07,-1.19059265963357,0.053,0.174,0.00419441184440486,"Oligodendrocytes"
"Sgk2",2.0470746585104e-09,-1.19037985008573,0.124,0.3,4.70131166073498e-05,"Oligodendrocytes"
"Nudcd3",8.2155482335221e-08,-1.19031576712992,0.242,0.397,0.00188678280731069,"Oligodendrocytes"
"Lamtor2",0.25766670622166,1.1897906840337,0.404,0.43,1,"Oligodendrocytes"
"Ddit3",0.742657876673299,1.18894158677668,0.313,0.372,1,"Oligodendrocytes"
"Zfp580",0.00164937032161702,1.1884360564488,0.127,0.228,1,"Oligodendrocytes"
"Mecp2",9.10183736095402e-12,-1.18826148532268,0.15,0.366,2.0903279683167e-07,"Oligodendrocytes"
"Uba2",1.11439078599349e-16,-1.18819918970149,0.239,0.493,2.55930987911266e-12,"Oligodendrocytes"
"Gps2",0.241004679633639,1.18738385706593,0.277,0.341,1,"Oligodendrocytes"
"1700040N02Rik",5.29714981400001e-09,-1.18726696648865,0.094,0.248,0.000121654342628324,"Oligodendrocytes"
"Thoc6",0.214754295815788,1.18696027557485,0.1,0.08,1,"Oligodendrocytes"
"Gtf2h5",0.672330033275302,1.18685970865173,0.425,0.471,1,"Oligodendrocytes"
"Fam89b",0.607512928723711,1.18666236320781,0.23,0.245,1,"Oligodendrocytes"
"Ninj1",0.890542870050431,1.18530566157819,0.127,0.14,1,"Oligodendrocytes"
"Nkx2-2",0.111337270633555,1.1850436187069,0.23,0.298,1,"Oligodendrocytes"
"Ikzf5",7.02331113164031e-05,-1.18446242136731,0.109,0.209,1,"Oligodendrocytes"
"Klf7",0.314083293788114,1.18428558423638,0.257,0.327,1,"Oligodendrocytes"
"Plp1",9.34696607908175e-88,-1.18375836270255,1,1,2.14662422972192e-83,"Oligodendrocytes"
"Itpk1",3.09807911146207e-25,-1.18174898708808,0.381,0.7,7.11504848738378e-21,"Oligodendrocytes"
"Ppp4r2",2.39533126557916e-06,-1.18171748684905,0.062,0.173,0.055011177845291,"Oligodendrocytes"
