"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cell_type"
"Sik2",5.45009426813026e-05,-1.18145674126834,0.032,0.107,1,"Oligodendrocytes"
"Pfdn4",0.986300574015132,1.18125994270522,0.112,0.118,1,"Oligodendrocytes"
"Rnf126",0.1853971097518,1.17971750958378,0.192,0.253,1,"Oligodendrocytes"
"Ppcdc",0.838058386409873,1.17963018114333,0.103,0.104,1,"Oligodendrocytes"
"Lmna",0.143774066816975,1.17848447009844,0.23,0.306,1,"Oligodendrocytes"
"Ctdspl2",0.0260899853079185,-1.17792725101552,0.071,0.115,1,"Oligodendrocytes"
"Zfp62",0.010177545636352,-1.17785867504781,0.077,0.13,1,"Oligodendrocytes"
"Mcam",8.70680367706101e-28,-1.17778698897788,0.345,0.7,1.99960453247383e-23,"Oligodendrocytes"
"Exoc5",2.35335278764939e-08,-1.17752996941844,0.112,0.267,0.000540471001211558,"Oligodendrocytes"
"Fbxo44",0.0563238724191444,1.17748936459039,0.257,0.349,1,"Oligodendrocytes"
"Ndufa6",0.695228354979981,1.17742793534198,0.684,0.777,1,"Oligodendrocytes"
"Oaz1",4.84634678234259e-15,1.17739547541839,0.897,0.947,1.1130120020328e-10,"Oligodendrocytes"
"Fdx1",0.479343648288989,1.17735445645302,0.118,0.141,1,"Oligodendrocytes"
"Psma3",2.49355454678538e-08,1.17733518663392,0.667,0.664,0.000572669737214731,"Oligodendrocytes"
"Zc3h14",4.68384217278768e-07,-1.17693011310719,0.118,0.254,0.0107569119340242,"Oligodendrocytes"
"Fhl1",4.73596791158558e-11,-1.17682206809695,0.336,0.545,1.08766239057474e-06,"Oligodendrocytes"
"Fpgt",0.000383958930762316,-1.17658216138635,0.05,0.121,1,"Oligodendrocytes"
"Hbs1l",2.19819227929958e-06,-1.17625486929422,0.15,0.279,0.0504836838863941,"Oligodendrocytes"
"Chchd1",0.0557255672227433,1.17625108732879,0.375,0.358,1,"Oligodendrocytes"
"C630004H02Rik",1.70064922404113e-19,-1.17604675074251,0.215,0.512,3.90571100793286e-15,"Oligodendrocytes"
"Snrnp27",0.982394935796248,1.17545895047536,0.44,0.51,1,"Oligodendrocytes"
"Trappc5",0.431909396196028,1.17522473486801,0.301,0.369,1,"Oligodendrocytes"
"Zfp553",1.89097400195789e-06,-1.17502195507208,0.071,0.185,0.043428108928965,"Oligodendrocytes"
"Atf4",0.493148256214078,1.17486466508395,0.327,0.41,1,"Oligodendrocytes"
"Grcc10",0.883250093077582,1.17476265102869,0.528,0.612,1,"Oligodendrocytes"
"Pacsin1",0.0169234601952255,1.17458855429574,0.233,0.176,1,"Oligodendrocytes"
"Peg3",1.10463314846571e-10,-1.17438908182285,0.062,0.229,2.53690048876635e-06,"Oligodendrocytes"
"Srgap2",0.0606519333923315,1.173576475005,0.077,0.119,1,"Oligodendrocytes"
"Hapln2",2.02749512050354e-15,1.17353738781288,0.835,0.874,4.65634529374842e-11,"Oligodendrocytes"
"Camk2a",0.185585931798024,1.17350739554327,0.121,0.096,1,"Oligodendrocytes"
"Sepw1",4.28784126995254e-27,1.17318936261396,0.944,0.978,9.84745626057299e-23,"Oligodendrocytes"
"Golph3l",0.0221608801278627,-1.17227809007656,0.071,0.116,1,"Oligodendrocytes"
"Sqle",4.94234461848481e-05,-1.17224137387699,0.13,0.235,1,"Oligodendrocytes"
"Slc39a6",0.00068867447670867,-1.17154081227804,0.074,0.148,1,"Oligodendrocytes"
"Spsb1",5.89477815966195e-20,-1.17124892401479,0.265,0.575,1.35379475214796e-15,"Oligodendrocytes"
"Pnmal2",1.6205638843705e-05,-1.1708915096424,0.032,0.115,0.372178701684528,"Oligodendrocytes"
"Frg1",0.023348503122849,1.17061615720902,0.242,0.353,1,"Oligodendrocytes"
"Rps6kc1",2.92783000015139e-06,-1.1705607899403,0.029,0.119,0.0672405437834768,"Oligodendrocytes"
"Phlda1",0.332878212538406,1.17045224309711,0.218,0.198,1,"Oligodendrocytes"
"Per3",0.808841907628726,1.17019047922406,0.127,0.138,1,"Oligodendrocytes"
"Twistnb",0.775528069135314,1.16966294290895,0.115,0.127,1,"Oligodendrocytes"
"Hadha",2.67367122232655e-18,-1.1694106282861,0.283,0.578,6.14035332919516e-14,"Oligodendrocytes"
"Ift80",0.000173203456054348,-1.16931350796295,0.044,0.116,1,"Oligodendrocytes"
"Usp5",1.48229951672138e-09,-1.16903811298211,0.28,0.454,3.40424907010233e-05,"Oligodendrocytes"
"Dnm2",4.08362755861641e-24,-1.16861978397515,0.46,0.777,9.37845905111844e-20,"Oligodendrocytes"
"2810407C02Rik",3.79926983377967e-28,-1.16859036766964,0.313,0.708,8.72540310025838e-24,"Oligodendrocytes"
"Sc5d",9.37534297187222e-19,-1.16814726584895,0.36,0.631,2.15314126692017e-14,"Oligodendrocytes"
"Cyp20a1",7.87078717568138e-07,-1.1681146747287,0.263,0.392,0.0180760498276699,"Oligodendrocytes"
"Mrps18b",0.49053378372435,1.16768730701519,0.171,0.165,1,"Oligodendrocytes"
"Kdm4a",2.27737800036678e-07,-1.16739605757334,0.133,0.278,0.00523022631564235,"Oligodendrocytes"
"Dffa",0.951582414646452,1.16719742626373,0.115,0.118,1,"Oligodendrocytes"
"Pfdn2",0.860715620463744,1.16682528964314,0.419,0.496,1,"Oligodendrocytes"
"Ddx5",5.04597489509258e-22,-1.16585144486605,0.593,0.848,1.15885859440696e-17,"Oligodendrocytes"
"D030016E14Rik",0.000152582539734848,-1.16561242188655,0.05,0.127,1,"Oligodendrocytes"
"Emd",0.672688615639409,1.1655911592998,0.248,0.283,1,"Oligodendrocytes"
"Psmg1",0.717090372371489,1.16533240505387,0.115,0.132,1,"Oligodendrocytes"
"Vps37c",6.09735484029352e-10,-1.16500154643865,0.097,0.267,1.40031851262181e-05,"Oligodendrocytes"
"Prkrip1",0.285098163632613,1.1646483664025,0.127,0.162,1,"Oligodendrocytes"
"Cgrrf1",0.638532143952046,1.16408096503185,0.121,0.141,1,"Oligodendrocytes"
"Dhps",0.0438611618861674,1.16366995766542,0.153,0.224,1,"Oligodendrocytes"
"Lonp2",7.0419211244896e-09,-1.16318971898736,0.201,0.377,0.000161724760545028,"Oligodendrocytes"
"App",5.29952212261844e-58,-1.16282842179003,0.935,0.995,1.21708825068055e-53,"Oligodendrocytes"
"Faim",0.281729798114147,1.16250809807375,0.327,0.454,1,"Oligodendrocytes"
"Ccdc124",0.964316648407364,1.16163358739966,0.442,0.542,1,"Oligodendrocytes"
"Gpx4",1.64163760055604e-23,1.16143179242505,0.938,0.983,3.77018491343699e-19,"Oligodendrocytes"
"Slc43a2",2.23990155173468e-17,-1.16098595538554,0.227,0.527,5.14415790371387e-13,"Oligodendrocytes"
"Syp",6.85500580795269e-06,-1.16058256198776,0.071,0.176,0.157432063385442,"Oligodendrocytes"
"Sptlc1",8.2323112520397e-08,-1.1601401234431,0.156,0.311,0.00189063260214344,"Oligodendrocytes"
"Fbxw8",1.08625792680944e-07,-1.1599868843213,0.091,0.231,0.00249469995471056,"Oligodendrocytes"
"Mrps26",0.251332691668488,1.15988789619468,0.242,0.308,1,"Oligodendrocytes"
"Zfp830",0.495376891932636,1.1596166468193,0.159,0.149,1,"Oligodendrocytes"
"Gpr155",6.25019380371366e-14,-1.15856839220434,0.145,0.378,1.43541950896088e-09,"Oligodendrocytes"
"Ndufa12",0.156505869375726,1.15845348413177,0.442,0.48,1,"Oligodendrocytes"
"Rffl",2.08456466950157e-15,-1.15806124815463,0.186,0.444,4.78741121997731e-11,"Oligodendrocytes"
"Katnal1",4.9551395479386e-11,-1.15798179065727,0.118,0.312,1.13799734857958e-06,"Oligodendrocytes"
"Map4k4",1.1061907592146e-26,-1.15787767191452,0.401,0.76,2.54047769761226e-22,"Oligodendrocytes"
"Itgb1",3.29610649506213e-22,-1.15774129458173,0.277,0.608,7.56983817655968e-18,"Oligodendrocytes"
"2700094K13Rik",0.952427835732938,1.15690589451117,0.153,0.165,1,"Oligodendrocytes"
"Llgl1",4.77829438941902e-25,-1.15687498315364,0.257,0.63,1.09738308947397e-20,"Oligodendrocytes"
"Idi1",8.66362680773716e-08,-1.15669451983627,0.139,0.286,0.00198968853266492,"Oligodendrocytes"
"9430023L20Rik",0.432194317835622,1.15632281678802,0.204,0.256,1,"Oligodendrocytes"
"Rasal1",8.09105230092706e-09,-1.15631413201086,0.127,0.294,0.000185819107143091,"Oligodendrocytes"
"Pop7",0.385758495963017,1.15590975094102,0.159,0.146,1,"Oligodendrocytes"
"Phactr2",1.04956383056346e-09,-1.15589004316036,0.1,0.273,2.41042829327204e-05,"Oligodendrocytes"
"Gpd2",0.000668477056341564,-1.15451643178517,0.124,0.209,1,"Oligodendrocytes"
"Tcp11l2",0.00401278767704626,-1.15441256028375,0.103,0.17,1,"Oligodendrocytes"
"Bnip2",9.3689462211289e-07,-1.15434923467453,0.068,0.185,0.0215167218914446,"Oligodendrocytes"
"Snx19",4.50328659260071e-10,-1.15408320489337,0.053,0.206,1.03422479885668e-05,"Oligodendrocytes"
"Surf6",0.00712740185219063,-1.15280823769478,0.071,0.126,1,"Oligodendrocytes"
"Chordc1",8.22290204611673e-08,-1.15273971771272,0.168,0.331,0.00188847168391117,"Oligodendrocytes"
"Sephs2",0.00660451975308746,-1.15153616919793,0.186,0.251,1,"Oligodendrocytes"
"Me2",3.72260332143668e-06,-1.15149952580523,0.109,0.231,0.0854933078801149,"Oligodendrocytes"
"Nono",1.26973411906071e-08,-1.14934745897271,0.257,0.433,0.000291607137783484,"Oligodendrocytes"
"Atf2",1.47874698887421e-10,-1.1492002008446,0.1,0.286,3.39609033464851e-06,"Oligodendrocytes"
"Sod1",5.53807198094562e-19,1.14896026007861,0.938,0.943,1.27187361114397e-14,"Oligodendrocytes"
"Mtf2",0.690350521196524,1.14892052164583,0.174,0.174,1,"Oligodendrocytes"
"Znrf3",0.329329786111721,1.14777144507143,0.265,0.254,1,"Oligodendrocytes"
"Dym",0.000154961422902736,-1.1473470301924,0.112,0.207,1,"Oligodendrocytes"
"Gpsm2",0.000739556135873032,-1.14733749047809,0.088,0.165,1,"Oligodendrocytes"
"Dirc2",8.71922882052568e-16,-1.14651507089577,0.271,0.542,2.00245809092193e-11,"Oligodendrocytes"
"Adam22",1.59544881663129e-08,-1.14630124179292,0.147,0.319,0.000366410775227543,"Oligodendrocytes"
"Selk",1.2182579933193e-29,1.14551726242852,0.92,0.976,2.79785130745711e-25,"Oligodendrocytes"
"Cnpy3",0.607039088467636,1.14540927188948,0.251,0.312,1,"Oligodendrocytes"
"Psmg4",0.740229012786698,1.14514050790016,0.177,0.174,1,"Oligodendrocytes"
"Polr3e",7.33358486544769e-27,-1.14458826981402,0.221,0.6,1.68423110019872e-22,"Oligodendrocytes"
"Ncoa5",0.00216558096332541,-1.14405703380482,0.053,0.111,1,"Oligodendrocytes"
"Gm13476",0.00317442922611556,-1.14376910343213,0.056,0.111,1,"Oligodendrocytes"
"AU019823",5.43606980123191e-06,-1.14298310090264,0.029,0.116,0.124844779055092,"Oligodendrocytes"
"Dgcr6",0.685546094841068,1.14274812234736,0.212,0.246,1,"Oligodendrocytes"
"Cope",0.000956513973877457,1.14227235852018,0.646,0.717,1,"Oligodendrocytes"
"Sema7a",2.71368544786861e-07,-1.14184132786449,0.08,0.207,0.00623224999957505,"Oligodendrocytes"
"Brd1",3.34545144958604e-06,-1.13954684745927,0.121,0.246,0.0768316379911929,"Oligodendrocytes"
"Apip",0.132560823264938,1.139405496777,0.13,0.179,1,"Oligodendrocytes"
"Ncam2",8.34555789387213e-25,-1.1381662242543,0.218,0.576,1.91664082590667e-20,"Oligodendrocytes"
"Rps3",3.7627708704345e-21,1.13764868604031,0.912,0.958,8.64157958103988e-17,"Oligodendrocytes"
"Med29",0.14873619344617,1.13712052426272,0.171,0.228,1,"Oligodendrocytes"
"Rcor3",0.353276523694586,1.13697388510891,0.121,0.152,1,"Oligodendrocytes"
"Add1",7.28366041263034e-39,-1.13692828378126,0.614,0.937,1.67276545036468e-34,"Oligodendrocytes"
"Sept1",0.820583300259342,1.13572304199303,0.171,0.176,1,"Oligodendrocytes"
"Nudt16",0.776576377308658,1.13572061954286,0.133,0.135,1,"Oligodendrocytes"
"Eps15",5.75376647428323e-35,-1.13568098863457,0.481,0.884,1.32141000848389e-30,"Oligodendrocytes"
"Rnf43",0.400365389598151,1.13529961586473,0.083,0.1,1,"Oligodendrocytes"
"2900092E17Rik",0.387428448132383,1.13497234112747,0.274,0.283,1,"Oligodendrocytes"
"Vcp",1.10401455062906e-30,-1.13436928195007,0.531,0.868,2.53547981697469e-26,"Oligodendrocytes"
"Ifngr2",0.27247999947907,1.1333894818191,0.077,0.102,1,"Oligodendrocytes"
"Nt5c3l",0.571379554691561,1.1331575896906,0.165,0.199,1,"Oligodendrocytes"
"Gm6251",0.0499667836999772,-1.13264167327283,0.103,0.138,1,"Oligodendrocytes"
"Med24",2.75812923064852e-05,-1.13218366559691,0.088,0.19,0.633431959110739,"Oligodendrocytes"
"Smarcd2",0.0195827804753754,-1.13202175867587,0.065,0.11,1,"Oligodendrocytes"
"Alg2",1.1428940335282e-06,-1.13186180674594,0.106,0.234,0.0262477043740086,"Oligodendrocytes"
"Slc9a3r1",0.853905304539115,1.13170518974797,0.118,0.127,1,"Oligodendrocytes"
"Idh1",1.18266192980751e-11,-1.13139964977842,0.254,0.465,2.71610138799592e-07,"Oligodendrocytes"
"Med27",0.270374847836661,1.13127944052342,0.139,0.179,1,"Oligodendrocytes"
"Got1",1.97702950661873e-07,-1.13107240802337,0.088,0.221,0.00454044596490057,"Oligodendrocytes"
"Bax",0.0643999083923788,1.13102026733751,0.395,0.408,1,"Oligodendrocytes"
"Tesk2",7.38435782245659e-06,-1.13054939005744,0.068,0.173,0.169589161750538,"Oligodendrocytes"
"2510006D16Rik",0.017155740615047,1.13053053756654,0.563,0.606,1,"Oligodendrocytes"
"Ethe1",0.810140715114902,1.13042884934577,0.195,0.221,1,"Oligodendrocytes"
"Ankrd49",0.173586747310491,1.13025829315079,0.145,0.19,1,"Oligodendrocytes"
"Ints6",1.79242014908643e-05,-1.12997123632221,0.038,0.124,0.41164721143919,"Oligodendrocytes"
"Exoc6",0.000269433359188236,-1.12916026636545,0.038,0.107,1,"Oligodendrocytes"
"Pcnx",6.34560884597672e-10,-1.12898632200368,0.068,0.228,1.45733252756701e-05,"Oligodendrocytes"
"Lsm14a",6.00210953116134e-10,-1.12861345334635,0.159,0.342,1.37844447492651e-05,"Oligodendrocytes"
"Vars",2.30390870260891e-05,-1.12830679459454,0.074,0.173,0.529115672641163,"Oligodendrocytes"
"Hps5",0.000347782484763267,-1.12828239914788,0.035,0.1,1,"Oligodendrocytes"
"Rtkn2",9.38764353035891e-08,-1.12711702084181,0.065,0.192,0.00215596621318223,"Oligodendrocytes"
"Lage3",0.365670285318183,1.12706934486996,0.201,0.25,1,"Oligodendrocytes"
"Cops2",3.16323818790869e-07,-1.12670075334501,0.263,0.414,0.00726469282235109,"Oligodendrocytes"
"Samm50",0.303626278248743,1.1262712955366,0.31,0.32,1,"Oligodendrocytes"
"Rnf103",4.57568689602919e-13,-1.12530688489712,0.112,0.33,1.05085225254206e-08,"Oligodendrocytes"
"5730437N04Rik",0.0680266316083259,1.12471363249566,0.277,0.366,1,"Oligodendrocytes"
"Rab33b",4.61742805752341e-14,-1.12450354167532,0.245,0.49,1.06043852769083e-09,"Oligodendrocytes"
"Erbb3",1.83851414495649e-14,-1.12427492198876,0.124,0.358,4.22233158530708e-10,"Oligodendrocytes"
"Mpv17l2",0.282723894031924,1.12405347936857,0.195,0.243,1,"Oligodendrocytes"
"Mospd3",0.0897483896630441,1.12375006084365,0.118,0.168,1,"Oligodendrocytes"
"Gnl3",0.195243199236766,1.12306994762862,0.139,0.176,1,"Oligodendrocytes"
"Ippk",1.43083993483976e-05,-1.12199585241692,0.053,0.146,0.328606699435299,"Oligodendrocytes"
"Snrpd3",0.0228057773845275,1.12178828471145,0.537,0.59,1,"Oligodendrocytes"
"Pdha1",9.1753978473426e-12,-1.12097475561813,0.204,0.421,2.1072218696207e-07,"Oligodendrocytes"
"Wsb2",8.45400964035967e-19,-1.12046859201155,0.277,0.576,1.941547854005e-14,"Oligodendrocytes"
"Laptm4a",5.26114561527352e-08,1.12021320618875,0.732,0.765,0.00120827470200372,"Oligodendrocytes"
"Ddx19a",5.40836951552928e-06,-1.11921889012497,0.041,0.135,0.124208614293646,"Oligodendrocytes"
"Pnpla6",0.0015640828340702,-1.11809076392673,0.065,0.13,1,"Oligodendrocytes"
"Scg5",0.20718399876432,1.11807288259549,0.475,0.521,1,"Oligodendrocytes"
"Slc15a4",3.44150671152055e-10,-1.11718051933281,0.268,0.463,7.90376431367811e-06,"Oligodendrocytes"
"Larp1",0.0506488682203495,1.11651694034197,0.162,0.221,1,"Oligodendrocytes"
"Usp25",1.07507122219756e-12,-1.11627900166186,0.124,0.336,2.46900856889892e-08,"Oligodendrocytes"
"2010111I01Rik",0.101656310055638,1.11625187108203,0.248,0.215,1,"Oligodendrocytes"
"Rap1b",9.68628017107661e-08,-1.11580076413614,0.236,0.397,0.00222455110408945,"Oligodendrocytes"
"Ece1",0.113981630069536,1.11562182749378,0.091,0.129,1,"Oligodendrocytes"
"Ube2k",0.715614731577646,1.11522902292215,0.333,0.394,1,"Oligodendrocytes"
"Mettl16",1.95227369922975e-06,-1.11516325797513,0.062,0.173,0.0448359177765104,"Oligodendrocytes"
"Atp5g2",0.00665842806477473,1.11477374335257,0.661,0.757,1,"Oligodendrocytes"
"Chtf8",3.83890918747849e-06,-1.11467390721734,0.088,0.198,0.0881643883996311,"Oligodendrocytes"
"Pts",0.976901968571097,1.11461057859538,0.139,0.146,1,"Oligodendrocytes"
"Itgb4",6.20401800726665e-23,-1.11460133162182,0.298,0.641,1.42481477554886e-18,"Oligodendrocytes"
"Plekhb2",0.00089118672944401,-1.11444647333489,0.186,0.273,1,"Oligodendrocytes"
"Neo1",9.30545517158505e-16,-1.11428731037909,0.304,0.573,2.13709083470622e-11,"Oligodendrocytes"
"Atf7ip",4.51171746835596e-17,-1.11410306955846,0.198,0.469,1.03616103378263e-12,"Oligodendrocytes"
"Gtf2a2",0.863512255815763,1.11395139244215,0.28,0.322,1,"Oligodendrocytes"
"Fyn",5.70781193224342e-08,-1.11394952035438,0.218,0.391,0.00131085608835902,"Oligodendrocytes"
"P4hb",7.75463782446069e-31,-1.11390326131602,0.631,0.917,1.78093012276564e-26,"Oligodendrocytes"
"Tmem30a",3.89008762764175e-29,-1.1134095223172,0.463,0.859,8.93397524564204e-25,"Oligodendrocytes"
"B230118H07Rik",0.647485727536314,1.11331490066159,0.339,0.377,1,"Oligodendrocytes"
"Lrrc1",1.22520663172926e-13,-1.11316019708343,0.147,0.377,2.81380955042942e-09,"Oligodendrocytes"
"Tcirg1",1.1864470889761e-07,-1.11309504671186,0.115,0.261,0.00272479438454251,"Oligodendrocytes"
"Pcbp2",0.074842268372809,1.11286696991197,0.28,0.372,1,"Oligodendrocytes"
"Galnt11",0.00145935929907278,-1.11262448250048,0.097,0.17,1,"Oligodendrocytes"
"Sfxn5",0.691223390183626,1.11154890221677,0.171,0.196,1,"Oligodendrocytes"
"Mob2",0.0643841027652745,1.11118788235708,0.183,0.256,1,"Oligodendrocytes"
"Mrps11",0.375668209081486,1.11070823269846,0.212,0.206,1,"Oligodendrocytes"
"Arhgap32",2.90574586358684e-08,-1.11054409220169,0.088,0.232,0.000667333595031353,"Oligodendrocytes"
"Qrich1",1.26952709377171e-06,-1.10987068766026,0.147,0.286,0.0291559592355611,"Oligodendrocytes"
"Polr1d",0.877708431929466,1.10961572817819,0.351,0.41,1,"Oligodendrocytes"
"1810058I24Rik",0.992925917507472,1.1093858259137,0.363,0.425,1,"Oligodendrocytes"
"Mphosph8",0.301664515544984,1.10910474567433,0.215,0.267,1,"Oligodendrocytes"
"St18",4.24770985003954e-13,-1.10851497421085,0.301,0.551,9.7552904416008e-09,"Oligodendrocytes"
"3110056O03Rik",1.37542095943475e-09,-1.10808521266659,0.109,0.279,3.15879177543784e-05,"Oligodendrocytes"
"Cisd1",0.257664449315341,1.10794156390495,0.602,0.719,1,"Oligodendrocytes"
"Rps4x",0.00238151136211642,1.10714180275215,0.658,0.772,1,"Oligodendrocytes"
"Nomo1",8.70199159076908e-07,-1.10687746592755,0.047,0.152,0.0199849938873603,"Oligodendrocytes"
"Cd59a",0.922932386271753,1.10667760037392,0.106,0.111,1,"Oligodendrocytes"
"Dhrs7b",0.940610750869342,1.10605679795477,0.224,0.253,1,"Oligodendrocytes"
"Sertad1",0.781894805521355,1.10585255875634,0.121,0.132,1,"Oligodendrocytes"
"Prkcdbp",2.72890419272572e-05,1.105627781123,0.729,0.777,0.626720136901389,"Oligodendrocytes"
"Prmt1",0.561238245844371,1.10463734531624,0.389,0.413,1,"Oligodendrocytes"
"Hyi",0.677970235685489,1.10451966797159,0.142,0.157,1,"Oligodendrocytes"
"Tmtc2",0.0745399970640878,1.10439779780936,0.136,0.193,1,"Oligodendrocytes"
"Crls1",0.00920314193599365,-1.1042125745969,0.115,0.173,1,"Oligodendrocytes"
"8430427H17Rik",0.177169916171869,1.1040416185637,0.121,0.159,1,"Oligodendrocytes"
"Sco1",0.0306351648471021,-1.10391700887887,0.065,0.107,1,"Oligodendrocytes"
"Tbcb",0.0901117308724689,1.10386825780224,0.56,0.625,1,"Oligodendrocytes"
"Chka",1.15033743784583e-06,-1.10374600095901,0.15,0.286,0.0264186495975674,"Oligodendrocytes"
"Mgrn1",1.92661729092643e-20,-1.10360674383359,0.233,0.546,4.42466927034164e-16,"Oligodendrocytes"
"Rtn2",0.584683636520065,1.10335696966716,0.192,0.223,1,"Oligodendrocytes"
"Pecr",0.801620487764173,1.10335367411945,0.109,0.108,1,"Oligodendrocytes"
"Akirin1",8.42947873907851e-14,-1.10334971958073,0.298,0.535,1.93591408721677e-09,"Oligodendrocytes"
"Sorbs1",0.000406448175800086,1.10300722705209,0.103,0.193,1,"Oligodendrocytes"
"2310015A10Rik",0.087808172644605,1.10278119714565,0.118,0.168,1,"Oligodendrocytes"
"Exosc1",0.855308244555365,1.10233856578042,0.147,0.16,1,"Oligodendrocytes"
"Tfe3",0.0211451335437964,-1.10231442859903,0.088,0.138,1,"Oligodendrocytes"
"Spred1",2.69426255873904e-12,-1.10188781073956,0.133,0.349,6.18764339240008e-08,"Oligodendrocytes"
"8430419L09Rik",1.41621715078733e-23,-1.10188369675084,0.392,0.722,3.25248430849818e-19,"Oligodendrocytes"
"Dnaja2",6.65236615165121e-06,-1.10188046193686,0.336,0.463,0.152778241038822,"Oligodendrocytes"
"Mfsd6",1.84112064674139e-15,-1.10140259382758,0.177,0.443,4.22831767730627e-11,"Oligodendrocytes"
"Atp6v0e",0.271024878345196,1.10097077982523,0.351,0.372,1,"Oligodendrocytes"
"Yars",1.31722877849936e-09,-1.10072041786592,0.162,0.347,3.02514761270162e-05,"Oligodendrocytes"
"1110058L19Rik",0.46569138564855,1.09901962449576,0.121,0.146,1,"Oligodendrocytes"
"Msra",0.248788379012666,1.09893348354038,0.112,0.148,1,"Oligodendrocytes"
"Mib2",1.12331602651486e-08,-1.09849138950376,0.053,0.19,0.000257980758649404,"Oligodendrocytes"
"Lyar",0.892692300312044,1.09759435457018,0.1,0.105,1,"Oligodendrocytes"
"Ybx1",0.000131135695226761,1.0972884741924,0.758,0.882,1,"Oligodendrocytes"
"Man2b2",6.33071993669373e-05,-1.09716160413713,0.077,0.17,1,"Oligodendrocytes"
"D10Jhu81e",0.517705346349415,1.09710580798425,0.307,0.397,1,"Oligodendrocytes"
"Mrps10",0.973177527748171,1.09671322624395,0.171,0.185,1,"Oligodendrocytes"
"Ypel3",8.59285013527049e-08,1.09664823892622,0.794,0.849,0.00197343396206622,"Oligodendrocytes"
"Tmsb4x",2.44372244451463e-22,1.09659347758211,0.988,0.998,5.6122529660723e-18,"Oligodendrocytes"
"Zmat2",0.489291335510393,1.09648835728688,0.531,0.615,1,"Oligodendrocytes"
"Mrpl46",0.535761551218308,1.09638316799655,0.159,0.155,1,"Oligodendrocytes"
