"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.84796591254676e-290,0.747689967300258,0.657,0.35,1.11338385147549e-285,"0","Lpar6"
3.49242556908559e-287,0.674948787952765,0.716,0.417,8.02070456196196e-283,"0","Usp2"
4.83917821890434e-286,0.456820128554126,0.999,0.91,1.11136566975357e-281,"0","Cd81"
2.15780891523529e-285,0.884161723589172,0.51,0.228,4.95562395472937e-281,"0","Tnfrsf21"
4.79014278961099e-285,0.656494957188845,0.748,0.446,1.10010419306206e-280,"0","Cttnbp2nl"
1.45783398962969e-284,0.930970436863582,0.506,0.226,3.34806154058354e-280,"0","6230427J02Rik"
6.12584706494066e-283,0.727500231273022,0.691,0.395,1.40686203693427e-278,"0","Cxxc5"
4.92608434362236e-282,0.705926343989111,0.567,0.272,1.13132453035631e-277,"0","Abhd15"
3.31318816077459e-281,0.508323322102024,0.8,0.49,7.60906793003493e-277,"0","Arhgdib"
7.686840684481e-281,0.527789226845872,0.813,0.486,1.76535983159791e-276,"0","Cotl1"
1.07670175123238e-280,0.590999069726097,0.923,0.706,2.47275324188029e-276,"0","Itm2c"
4.77602695470243e-280,0.787542553544094,0.593,0.298,1.09686235041696e-275,"0","Gfm2"
2.18340219793794e-278,0.88908894494913,0.556,0.274,5.01440148778427e-274,"0","Ntpcr"
6.93529391718847e-278,0.612812722036249,0.829,0.546,1.59275960102151e-273,"0","Syngr2"
3.56109597243573e-277,0.463188405078742,0.958,0.726,8.17841301029589e-273,"0","Ctsl"
7.86508351103491e-276,0.959290248945726,0.484,0.213,1.80629507914428e-271,"0","Slc7a7"
1.01825841835953e-275,0.777111157896014,0.618,0.33,2.3385322836045e-271,"0","Sipa1"
1.33452932990729e-275,0.820518913289834,0.606,0.319,3.06488005906509e-271,"0","Acp2"
5.09446140155714e-275,0.548988713538325,0.625,0.32,1.16999400548161e-270,"0","Ppp1r18"
2.98738235720253e-273,0.608955477811862,0.796,0.491,6.86082232155132e-269,"0","St3gal6"
1.7808750114914e-272,0.675701114373425,0.64,0.34,4.08995755139116e-268,"0","Elmo1"
5.01249398685376e-272,0.701584752803136,0.823,0.562,1.15116936902083e-267,"0","Gdi2"
6.50148041799504e-271,0.576582421273691,0.913,0.668,1.49312999279674e-266,"0","Rrbp1"
8.04248795229302e-271,0.863718461447985,0.544,0.266,1.84703778312361e-266,"0","Gtf2h2"
2.69265270250719e-270,0.919183903786872,0.505,0.233,6.183946196578e-266,"0","Samsn1"
1.2562065885595e-268,0.591906819369002,0.695,0.394,2.88500405128575e-264,"0","Lrp1"
1.2798718118187e-268,0.484053811415285,0.637,0.33,2.93935360302283e-264,"0","Gngt2"
1.52440732437095e-268,0.754440054946105,0.687,0.404,3.50095386115032e-264,"0","Ctsf"
3.80449994579666e-267,0.958665270609414,0.495,0.228,8.7374145755166e-263,"0","Il21r"
1.88139109358075e-266,0.802768380149159,0.554,0.274,4.32080278551756e-262,"0","Hvcn1"
4.32641592886045e-266,0.589863374909819,0.955,0.788,9.93604682222091e-262,"0","Canx"
2.08994616785676e-264,1.07258910685339,0.464,0.208,4.79977036909983e-260,"0","Hfe"
6.61190103710484e-263,0.550189419849478,0.661,0.359,1.5184891921815e-258,"0","Ptprc"
2.20741763370412e-262,0.867532489678408,0.529,0.259,5.06955533756487e-258,"0","Rgs19"
3.85587228081086e-262,0.878654427691661,0.548,0.274,8.85539628011022e-258,"0","Ncf2"
1.12777086109811e-261,0.911572293074368,0.508,0.242,2.59003855959792e-257,"0","Dock8"
7.60950194164974e-261,0.927450244147285,0.553,0.284,1.74759821591928e-256,"0","Rcbtb2"
8.39466129273606e-260,0.698740363163528,0.544,0.265,1.92791791248976e-255,"0","Cd302"
6.60721899556034e-259,1.04949029788604,0.379,0.145,1.51741391452039e-254,"0","Abcc3"
3.61390861280982e-257,0.960166061996933,0.396,0.154,8.29970252017903e-253,"0","Siglece"
3.10628697840408e-256,0.796166653040458,0.646,0.364,7.13389867460281e-252,"0","Gusb"
4.3054679910007e-256,0.982209829007065,0.425,0.178,9.88793778813221e-252,"0","Dtx4"
1.77193618770818e-255,0.703460698353431,0.611,0.321,4.0694286486906e-251,"0","Hck"
1.41023203815039e-254,0.612400784112906,0.714,0.422,3.23873889881618e-250,"0","Fli1"
8.37339323106543e-254,0.923580337713411,0.471,0.215,1.92303348944649e-249,"0","Kcnk6"
1.67388719228383e-253,0.765847764519788,0.617,0.342,3.84424932579905e-249,"0","9830001H06Rik"
1.50129346365108e-251,0.951787036665695,0.555,0.293,3.44787056862107e-247,"0","Rin2"
1.63718276724962e-251,0.615862953050435,0.924,0.715,3.75995394326548e-247,"0","Actr2"
4.8665172838878e-251,0.372880649950448,0.687,0.376,1.11764435941767e-246,"0","Cd84"
